id,nombres,apellidos,fechaNacimiento,municipio_id_nacimiento,profesion_id,genero_id,fecha_fallecimiento,perfil_educativo,grado_estudio_id,activo,usercreated,usermodifed,created_at,updated_at
14144,Ismael Enrique,Padilla Lopez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 16:42:00,2018-02-27 16:47:00
14145,Nathalie Yuri,Murillo Ayala,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 16:43:00,2018-07-19 18:54:00
14146,Maria Colombia,Zuñiga Hinestroza,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 16:44:00,2018-07-19 19:03:00
14147,Jaime Israel,Garcia Rueda,NA,472,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 16:45:00,2018-02-27 16:57:00
14148,Miguel Alberto,Romero Bolivar,NA,NA,182,1,NA,NA,16,1,NA,NA,2018-02-02 16:47:00,2018-02-27 17:01:00
14149,Roman Jose,Osorio Cardona,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 16:48:00,2018-02-27 16:35:00
14150,Balmiro Jose,Carrillo Maestre,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 16:50:00,2018-07-19 18:45:00
14151,Miguel Arcangel,Cantillo Mejia,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 16:50:00,2018-02-27 16:09:00
14152,Edwin Jose,Guerrero Mosquera,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 16:51:00,2018-07-19 18:50:00
14153,Elkin Dario,Montoya Navales,NA,471,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 16:52:00,2018-02-27 16:24:00
14154,Elizabeth,Serpa Navarro,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 16:52:00,2018-02-27 16:10:00
14155,Rosaly,Racines Torres,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 16:54:00,2018-02-27 16:12:00
14156,Betty Del Carmen Del Socorro,Rodriguez Castilla,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 16:55:00,2018-02-27 16:18:00
14157,Carlos Erasmo,Sanchez Contreras,NA,68,193,1,NA,NA,16,1,NA,NA,2018-02-02 16:55:00,2018-07-19 18:59:00
14158,Adolfo,Reyes Herrera,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 16:56:00,2018-03-07 15:46:00
14159,Abraham Miguel,Curi Merlano,NA,101,NA,1,NA,NA,16,1,NA,NA,2018-02-02 16:57:00,2018-03-07 16:03:00
14160,Dalis Del Carmen,Saenz Hernandez,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 16:59:00,2018-02-27 16:13:00
14161,Emerita Del Carmen,Becerra Castillo,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 17:01:00,2018-02-02 17:52:00
14162,Arturo Rafael,Real Peralta,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:02:00,2018-02-27 16:14:00
14164,Maria Rita,Mejia Reynel,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 17:04:00,2018-02-02 18:45:00
14165,Jhon Jairo,Castaño Ortega,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:05:00,2018-02-27 16:19:00
14166,Luis Humberto,Contreras Rincon,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:06:00,2018-02-09 17:17:00
14167,Raul,Ballesteros Prieto,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:07:00,2018-02-02 17:54:00
14168,Carmen Rosa,Bermudez Bonilla,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 17:09:00,2018-02-02 18:44:00
14169,Luis Carlos,Ordoñez Perez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:10:00,2018-02-02 17:54:00
14171,Martha Cecilia,Vargas Salinas,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 17:11:00,2018-02-08 14:48:00
14172,Arturo Ezequiel,Corrales De Fex,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:12:00,2018-02-27 16:20:00
14173,Jorge Javier,Perdomo Vasquez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:12:00,2018-02-07 15:25:00
14174,Ana Cecilia,Garcia Sanchez,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 17:14:00,2018-02-02 18:31:00
14175,Yesmid Yaneth,Restrepo Cadena,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 17:14:00,2018-02-02 18:41:00
14176,John Ricardo,Londoño Piedrahita,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 17:16:00,2018-02-02 18:40:00
14177,Hilber Oswaldo,Rodriguez Delgado,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:16:00,2018-02-05 18:47:00
14178,Orlando Arturo,Corredor Hurtado,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:16:00,2018-02-27 19:13:00
14179,Victor Miguel,Perez Pulido,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:18:00,2018-02-02 18:39:00
14180,Omar Antonio,Utria Montenegro,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:19:00,2018-02-02 17:19:00
14181,Hector Augusto,Lorduy Garcia,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:20:00,2018-02-02 18:38:00
14182,Jose Orlando,Figueroa Ospina,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:20:00,2018-02-09 17:39:00
14183,Jair Enrique,Rubio Laborde,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:21:00,2018-02-02 17:21:00
14184,Maria Del Pilar,Restrepo Esterling,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 17:22:00,2018-02-09 17:31:00
14185,Nelson Mauricio,Navarro Vargas,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:23:00,2018-02-02 17:59:00
14187,Pedro Hernando Jose,Lesmes Montenegro,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:25:00,2018-02-09 17:41:00
14188,Eulalia,Castro Parrado,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 17:26:00,2018-02-02 18:35:00
14189,Fabian Alexis,Zapata Sanchez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:27:00,2018-02-02 18:01:00
14190,Maria Celina,Peinado Diaz,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 17:27:00,2018-02-27 19:17:00
14191,Lucy Stella,Poveda Suarez,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 17:29:00,2018-02-27 19:18:00
14192,Fredy Humberto,Sarmiento Perilla,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:29:00,2018-02-02 18:01:00
14193,Maria Teresa,Palacio Salas,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 17:31:00,2018-02-27 19:19:00
14194,Maria Idali,Espinosa Gomez,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 17:32:00,2018-02-05 16:59:00
14195,Yeny Nadime,Ramirez Garcia,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 17:33:00,2018-02-02 17:33:00
14196,Jesus,España Mayorca,NA,273,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:34:00,2018-03-06 23:47:00
14197,Martin Alonso,Vega Soto,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:35:00,2018-02-02 17:35:00
14198,Esperanza,Ortiz Santos,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 17:35:00,2018-02-02 18:02:00
14199,Fredy,Obando Pinillo,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:37:00,2018-03-06 23:25:00
14200,Guillermo Daniel,Rodriguez Bonilla,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:38:00,2018-02-05 18:46:00
14201,Ana Ximena,Rivas Hurtado,NA,NA,174,2,NA,NA,16,1,NA,NA,2018-02-02 17:38:00,2018-03-06 23:35:00
14202,Helder,Acosta Solano,NA,501,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:39:00,2018-03-06 23:43:00
14203,Mary Ines,Garcia Salazar,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 17:46:00,2018-02-02 18:31:00
14204,Ana Cilena,Viafara Lucumi,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 17:48:00,2018-02-02 17:48:00
14205,Nemecio,Gonzalez Peña,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:49:00,2018-02-02 17:49:00
14206,Ofelia,Vela Zamora,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 17:50:00,2018-02-02 17:50:00
14207,Genaro Antonio,Garcia Suarez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:52:00,2018-02-02 17:52:00
14208,Magdalena,Gonzalez Cardales,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 17:52:00,2018-02-02 17:52:00
14209,Eliana Maria,Ruiz Villa,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 17:53:00,2018-02-02 17:53:00
14210,Diego Fernando,Ospina Marulanda,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:54:00,2018-02-02 17:54:00
14211,Javier Enrique,Socarras Amaya,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 17:54:00,2018-02-02 17:54:00
14212,Gloria Maria,Rodriguez De Ruiz,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 17:56:00,2018-02-09 17:32:00
14213,Carlos Daniel,Parra Suarez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 18:01:00,2018-02-02 18:01:00
14214,Elizabeth Maria,Cuesta Marmol,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 18:03:00,2018-02-02 18:03:00
14215,Nulber De Jesus,Castaño Vasquez,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 18:07:00,2018-02-02 18:07:00
14216,Marlene,Puentes Jaramillo,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 18:09:00,2018-02-02 18:09:00
14217,Henry Martin,Guizamano Rivas,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 18:09:00,2018-02-02 18:09:00
14218,Les,Ospino Gonzalez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 18:11:00,2018-02-02 18:11:00
14219,Antonio Jose,Pabon Pedraza,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 18:11:00,2018-02-09 17:18:00
14220,Leodith,Gonzalez Iglesias,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 18:11:00,2018-02-02 18:11:00
14221,Luz Adriana,Padilla Gonzales,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 18:13:00,2018-02-02 18:14:00
14222,Hector Lotero,Zuluaga,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 18:16:00,2018-02-02 18:16:00
14223,Leonardo,Cotacachi Espinosa,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 18:18:00,2018-02-02 18:18:00
14224,Paula Bibiana,Narvaez Rodriguez,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 18:20:00,2018-02-02 18:20:00
14225,Liomedes,Mosquera Angulo,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 18:20:00,2018-02-02 18:20:00
14226,Nestor Jaime,Lozano Murillo,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 18:24:00,2018-02-02 18:24:00
14227,Wilder,Vilchez Vidal,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 18:26:00,2018-02-02 18:26:00
14228,Farith,Castro Quintero,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 18:28:00,2018-02-02 18:28:00
14229,Maria Consuelo,Fernandez De Medina,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 18:29:00,2018-02-07 15:21:00
14230,Walter,Vides Ochoa,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 18:31:00,2018-02-02 18:31:00
14232,Juan Alberto,Garcia Estrada,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 18:34:00,2018-02-02 18:34:00
14233,Arnaldo,Berrio Palacio,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 18:34:00,2018-02-27 19:53:00
14234,Adan,Torres Perez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 18:35:00,2018-02-02 18:35:00
14235,Karla Romsmeri,Carrillo Lopez,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 18:36:00,2018-02-02 18:36:00
14236,Carlos Alexander,Mosquera Mosquera,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 18:36:00,2018-02-27 19:52:00
14237,Leslie Jose,Lopez Hurtado,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 18:37:00,2018-02-02 18:37:00
14238,Jose Antonio,Gomez Florez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 18:40:00,2018-02-02 18:40:00
14239,Carlos Mario,Arregoces Ustate,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 18:41:00,2018-02-02 18:41:00
14240,Yadir Antonio,Torres Palacios,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 18:41:00,2018-02-27 19:51:00
14241,Keidy Manuel,Roqueme Perez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 18:42:00,2018-02-02 18:42:00
14242,Wilman,Lara Palacios,NA,230,236,1,NA,NA,16,1,NA,NA,2018-02-02 18:46:00,2018-03-07 00:07:00
14243,Luz Marina,Becerra Panesso,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 18:47:00,2018-03-07 00:17:00
14244,Gustavo Rafael,Sanchez Bolaño,NA,176,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 18:48:00,2018-03-07 00:24:00
14245,Merlin Xiomara,Sanchez Mena,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 18:50:00,2018-02-27 19:56:00
14246,Miguel Octavio,Palacios Mosquera,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-02 18:53:00,2018-02-27 19:55:00
14247,Fernando Alberto,Perea Sanchez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 18:53:00,2018-02-02 18:53:00
14248,Luz Marina,Lopez Berrio,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 18:54:00,2018-02-02 18:54:00
14249,Maricela,Morales Dita,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 18:55:00,2018-02-02 18:55:00
14250,Carlos Ernesto,Latorre Moreno,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 18:56:00,2018-02-27 19:54:00
14251,Nixon Gabriel,Robledo Cuesta,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 18:59:00,2018-02-27 19:36:00
14252,Lorenza,Salas Palacios,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 19:01:00,2018-02-27 20:07:00
14253,Elsy Elena,Moreno Ibarguen,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 19:04:00,2018-02-27 19:36:00
14254,Cristian,Zuluaga Mosquera,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 19:07:00,2018-02-02 19:07:00
14255,William Darwin,Halaby Palomeque,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 19:08:00,2018-02-27 19:50:00
14256,Erika Paola,Benavidez Rodriguez,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 19:08:00,2018-02-02 19:08:00
14257,Nubia Carolina,Cordoba Curi,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 19:10:00,2018-02-27 19:47:00
14258,Melanio,Zuñiga Hernandez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 19:12:00,2018-02-02 19:12:00
14259,Jose Alfredo,Giraldo Quejada,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 19:14:00,2018-02-02 19:14:00
14260,Luis Guillermo,Quiñonez Benavides,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 19:15:00,2018-02-02 19:15:00
14261,Luis Roberto,Schmalbach Cruz,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 19:16:00,2018-02-28 16:04:00
14262,Olga Jimena,Materon Prada,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 19:23:00,2018-02-28 16:09:00
14263,Julian Fernando,Silva Cala,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 19:33:00,2018-02-28 16:12:00
14264,Jhon Arley,Murillo Benitez,1980-01-14,188,174,1,NA,NA,4,1,NA,NA,2018-02-02 19:34:00,2021-03-18 09:55:00
14265,Mario David,Gallego Ortega,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 19:35:00,2018-02-02 19:35:00
14266,Edwing Fabián,Díaz Plata,1990-05-26,82,175,1,NA,NA,17,1,NA,NA,2018-02-02 19:35:00,2021-03-19 07:33:00
14267,Liliana Yezmin,Zapata Alvarez,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 19:36:00,2018-02-02 19:36:00
14268,Daniel,Garces Carabali,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 19:43:00,2018-02-02 19:43:00
14269,Sandra Yaneth,Jaimes Cruz,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 19:43:00,2018-02-28 16:22:00
14270,Ana Ximena,Polanco Escobar,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 19:44:00,2018-02-02 19:44:00
14271,Jhan Carlos,Garcia Diaz,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 19:45:00,2018-02-02 19:45:00
14272,Rudesindo,Castro Hinestroza,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 19:49:00,2018-02-02 19:49:00
14273,Carlos Mario,Cordoba Palacios,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 19:50:00,2018-02-02 19:50:00
14274,Yulis Maria,Zuñiga Moreno,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 19:51:00,2018-02-02 19:51:00
14275,Alberto,Hurtado Panameño,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 19:56:00,2018-02-02 19:56:00
14276,Anyela Viviana,Guanga Marquinez,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 20:01:00,2018-02-02 20:01:00
14277,Eliecer Crecencio,Quiñonez Angulo,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 20:10:00,2018-02-02 20:10:00
14278,Proscopio,Renteria Serna,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 20:11:00,2018-02-02 20:11:00
14279,Francisco Javier,Angulo Estacio,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 20:12:00,2018-02-02 20:12:00
14280,Diego Fernando,Jaimes Porras,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-02 20:16:00,2018-02-28 16:26:00
14281,Cindy Julexy,Nuñez Vargas,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-02 20:18:00,2018-02-28 16:30:00
14282,Nubia,López Morales,1969-10-21,2,175,2,NA,NA,4,1,NA,NA,2018-02-05 12:00:00,2021-03-12 17:39:00
14283,Carlos Andres,Monroy Gomez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 12:03:00,2018-02-05 12:03:00
14284,Víctor Manuel,Ortiz Joya,1975-10-14,166,174,1,NA,NA,5,1,NA,NA,2018-02-05 12:05:00,2021-03-16 19:09:00
14285,Laura Teresa,Niño Jaimes,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 12:05:00,2018-02-05 12:05:00
14286,Luis Alberto,Chavez Suarez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 12:06:00,2018-02-05 12:06:00
14287,Isnardo,Jaimes Jaimes,NA,185,174,1,NA,NA,5,1,NA,NA,2018-02-05 12:08:00,2018-02-16 21:26:00
14288,Noe Alexander,Medina Sosa,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 12:08:00,2018-02-05 12:08:00
14289,Roberto Andres,Serrano Florez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 12:30:00,2018-02-05 12:30:00
14290,Jose Alfredo,Marin Lozano,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 12:35:00,2018-02-05 12:35:00
14291,Shyrley Paola,Jaimes Sarmiento,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 12:37:00,2018-02-05 12:37:00
14292,Cecilia,Rodriguez Osorio,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 12:38:00,2018-02-05 12:38:00
14293,Rubiela,Vargas Gonzalez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 12:40:00,2018-02-05 12:40:00
14295,Pedro Jose,Figueroa Velaides,NA,NA,NA,NA,NA,NA,16,1,NA,NA,2018-02-05 12:44:00,2018-03-05 15:08:00
14296,Maria Cristina,Lemos Taborda,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 12:45:00,2018-03-05 14:59:00
14297,Martha Eugenia,Montero Ojeda,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 12:48:00,2018-03-02 18:05:00
14298,Laura Maria,Jaimes Muñoz,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 12:49:00,2018-03-02 18:01:00
14299,Oscar Homero,Serrano Agudelo,NA,NA,174,NA,NA,NA,NA,1,NA,NA,2018-02-05 12:50:00,2018-03-02 17:42:00
14300,Johnny Walter,Peñaloza Niño,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 12:53:00,2018-07-20 01:04:00
14301,Stephanie Eillen Cecilia,Tellez Romero,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 12:54:00,2018-03-02 17:36:00
14302,Martha Viviana,Gil Lopez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 12:56:00,2018-03-02 17:26:00
14303,Jorge Evelio,Palomino Lopez,NA,NA,NA,NA,NA,NA,2,1,NA,NA,2018-02-05 12:57:00,2018-03-02 17:22:00
14304,Jenny Rocio,Sepulveda Blanco,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 12:58:00,2018-03-02 17:09:00
14305,Maria Eugenia,Niño Sandoval,NA,NA,197,NA,NA,NA,NA,1,NA,NA,2018-02-05 12:59:00,2018-03-02 17:08:00
14306,Fernando Euclides,Guiza Pinzon,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:00:00,2018-03-02 17:04:00
14307,Yolbis Esther,Vasquez Jimenez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:01:00,2018-03-02 17:02:00
14308,Diego Francisco,Rueda Uribe,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:01:00,2018-03-02 16:43:00
14309,Jorge Raul,Espinosa Quintero,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:02:00,2018-03-02 16:25:00
14310,Diego Arturo,Tamayo Salcedo,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:05:00,2018-03-02 16:22:00
14312,Amparo,Ramirez Tasco,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:06:00,2018-03-01 20:35:00
14313,Natalith Andrea,Acuña Merchan,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:08:00,2018-03-01 20:34:00
14314,Leomania,Carreño Rojas,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:09:00,2018-03-01 20:19:00
14315,Ezequiel,Cardona Arroyave,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:10:00,2018-03-01 20:14:00
14316,Javier,Uribe Motta,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:10:00,2018-03-01 20:12:00
14317,Liliana Patricia,Botero De Cote,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 13:13:00,2018-03-01 20:10:00
14318,Berta Isabel,Beltran Luque,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:14:00,2018-03-01 20:08:00
14319,Liliana Milena,Kleinner Quijano,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:15:00,2018-03-01 20:06:00
14320,Edwin Gilberto,Ballesteros Archila,1978-08-18,524,174,1,NA,NA,5,1,NA,NA,2018-02-05 13:16:00,2021-03-15 16:35:00
14321,Luis Fernando,Castañeda Pradilla,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:18:00,2018-03-01 19:59:00
14322,Ivan Fernando,Aguilar Zambrano,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:19:00,2018-03-01 19:56:00
14324,Carolina,Ortega Varela,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 13:25:00,2018-02-05 13:25:00
14325,Maria Nayibe,Arias Socha,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:26:00,2018-03-01 19:49:00
14326,Argenida Noraima,Rosado Larrada,NA,275,NA,2,NA,NA,NA,1,NA,NA,2018-02-05 13:26:00,2018-03-07 13:51:00
14327,Yudy Luz,Grisales Alape,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:27:00,2018-03-01 19:44:00
14328,Edgar,Portilla Herandez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2018-02-05 13:27:00,2018-03-01 19:41:00
14329,Katerine,Munive Pacheco,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:28:00,2018-03-01 19:06:00
14330,Carlos Fernando,Rojas Lopez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:29:00,2018-03-01 19:03:00
14331,Jairo Reinaldo,Cala Suárez,1964-11-03,519,NA,1,NA,NA,10,1,NA,NA,2018-02-05 13:30:00,2021-03-17 09:58:00
14332,Miguel,Cifuentes Ardila,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:31:00,2018-02-28 20:25:00
14333,Claudia Paola,Martinez Triana,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:32:00,2018-02-28 20:22:00
14334,Álvaro Henry,Monedero Rivera,1976-09-19,1,175,1,NA,NA,4,1,NA,NA,2018-02-05 13:32:00,2021-03-09 04:45:00
14336,Edgar,Gordillo Medina,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:32:00,2018-02-28 20:20:00
14337,Maria Angelica,Rangel Contreras,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2018-02-05 13:33:00,2018-02-28 20:16:00
