id,link
263,https://www.procuraduria.gov.co/html/noticias_2009/noticias_491.htm
264,http://www.eltiempo.com/archivo/documento/CMS-6292709
265,http://www.consejodeestado.gov.co/documentos/boletines/PDF/11001-03-15-000-2009-00355-00(PI).pdf
266,http://www.caracol.com.co/noticias/judicial/el-consejo-de-estado-decreto-la-perdida-de-investidura-del-senador-ivan-diaz-mateus/20080211/nota/547172.aspx
267,http://www.caracol.com.co/nota.aspx?id=518919
268,http://www.consejodeestado.gov.co/documentos/boletines/17/SP/11001-03-15-000-2006-01308-00(PI)A.pdf
269,https://lasillavacia.com/silla-sur/condena-al-gobernador-caqueta-revive-parapolitica-y-golpea-al-liberalismo-71964
270,http://m.lanacion.com.co/2019/06/09/los-cargos-de-paramilitarismo-contra-el-condenado-gobernador-del-caqueta
271,https://www.elespectador.com/noticias/judicial/musa-besaile-no-podra-volver-hacer-politica-por-su-rol-en-el-cartel-de-la-toga-articulo-878079
272,https://www.elespectador.com/noticias/judicial/capturan-al-congresista-jimmy-harold-diaz-porque-habria-participado-en-mineria-ilegal-articulo-882614
273,http://www.consejodeestado.gov.co/documentos/boletines/PDF/11001-03-15-000-2018-00318-00(PI).pdf
274,https://www.rcnradio.com/judicial/en-firme-perdida-de-investidura-congresista-por-faltar-los-debates
275,http://www.consejodeestado.gov.co/wp-content/uploads/2018/09/FalloMerlano.pdf
276,https://www.wradio.com.co/noticias/judicial/corte-vinculo-a-alvaro-prada-en-proceso-por%C2%A0presunta%C2%A0manipulacion-de-testigos/20191106/nota/3975919.aspx
277,https://www.eltiempo.com/justicia/investigacion/congresista-es-investigado-por-corrupcion-en-la-salud-en-norte-de-santander-253994
278,https://www.elespectador.com/noticias/politica/consejo-de-estado-le-quita-investidura-representante-la-camara-de-narino-articulo-899869
279,https://www.elespectador.com/noticias/judicial/el-expediente-contra-el-congresista-abel-jaramillo-que-llego-la-corte-suprema-articulo-903856
280,http://anterior.consejodeestado.gov.co/documentos/tables5/A11001032800020180002800%20LJBB.pdf
281,https://www.elespectador.com/noticias/judicial/corte-suprema-llama-juicio-nilton-cordoba-por-el-cartel-de-la-toga-articulo-885565
282,http://anterior.consejodeestado.gov.co/documentos/tables5/A11001032800020180062800%20AYB.pdf
283,https://manizalesnews.com/judicial/congresista-erwin-arias-a-audiencia-penal-este-miercoles/
284,https://www.eltiempo.com/politica/congreso/curul-de-jesus-santrich-en-el-congreso-partido-farc-pierde-una-curul-440042
285,https://www.elespectador.com/noticias/judicial/congresista-jimmy-diaz-fue-llamado-juicio-por-cargos-de-mineria-ilegal-articulo-912633/
286,https://twitter.com/CorteSupremaJ/status/1290345926473797632/photo/1
287,https://www.asuntoslegales.com.co/actualidad/soledad-tamayo-no-podra-mantener-la-curul-que-dejo-aida-merlano-luego-de-su-captura-3047227
288,https://diariodelsur.com.co/noticias/pol%C3%ADtica/congresista-del-putumayo-renuncio-la-camara-de-representan-667103
