persona_id,partido_id,cuatrienio_id
821,2,2023
1168,5,961
1266,12,2080
876,11,1879
7854,2,2251
8707,246,2360
9481,144,2554
244,4,2270
860,79,393
2813,4,1927
841,2,378
1956,2,2399
12747,138,NA
13070,6,NA
1248,4,1143
13003,4,NA
9738,5,2619
9067,4,NA
148,145,1922
12788,199,NA
1109,90,900
565,2,1162
947,4,803
12481,5,NA
1971,2,1611
8617,5,2197
1202,4,2387
422,5,92
8196,4,2241
93,4,1430
134,5,1638
7646,2,2317
146,2,1312
178,2,1353
734,4,712
505,2,2308
1819,146,1723
7430,144,2224
343,4,1253
904,5,1122
1045,2,1884
1880,3,2425
12433,3,2497
2523,5,2231
140,3,2453
117,5,1467
214,3,2419
3488,47,1964
847,37,762
12605,144,2388
7683,2,2151
135,5,1503
1077,5,874
882,61,408
2031,4,1580
1121,2,909
598,76,208
999,4,1150
329,5,1906
2439,5,2618
2127,4,1829
5479,5,2433
2538,3,1846
913,2,433
1622,4,2596
772,170,729
457,2,118
1178,5,2615
13418,203,2655
998,45,829
1172,3,2674
453,4,2174
2246,5,2129
8188,4,2494
192,6,2544
2376,5,1645
1038,2,517
66,4,2266
2238,2,2307
14464,5,2435
159,145,2084
463,4,1974
2114,2,1512
12460,4,2426
14266,249,2514
7335,144,2557
145,5,2332
1947,2,1570
12555,201,2540
7495,145,2088
211,2,2432
13887,144,2561
213,5,1584
727,4,298
2083,2,1798
157,2,1323
1804,146,2630
8266,5,NA
13570,6,2638
668,6,2639
7799,2,2210
914,2,2358
13042,2,2602
13873,144,2567
9169,196,2649
14552,201,2647
934,7,1179
13436,5,2620
13420,203,2653
447,3,1706
260,3,1250
615,2,220
1805,12,1724
519,5,2333
633,4,1938
13770,5,2466
12827,203,2657
14320,144,2513
925,3,441
13946,146,2635
7554,10,2642
641,2,674
296,6,1401
1894,12,1622
8579,5,2139
12705,146,2416
451,4,586
7794,2,2200
9495,144,2556
14282,2,2509
1076,68,873
13150,146,2404
591,2,650
14355,2,2518
777,75,336
817,3,1223
12312,5,2442
8775,10,2362
6099,5,2228
2483,5,1740
8177,4,2216
686,2,692
4993,145,2324
12538,2,2468
310,4,524
48,146,2677
12921,4,2598
429,4,574
9533,144,2148
2458,117,1696
1200,5,1636
8734,9,2652
444,74,111
12994,3,2476
9488,144,2552
352,144,1534
10,6,1715
12666,144,2408
605,4,213
2449,4,1633
12996,2,2499
1012,2,495
622,2,659
383,2,559
420,4,571
1167,3,1568
2112,2,1511
497,2,611
13223,196,2650
1022,5,840
794,2,347
12648,5,2389
116,5,2329
89,145,1294
7338,144,2396
868,2,770
2498,5,1775
74,3,2283
674,2,260
9538,144,2245
9482,144,2290
1268,6,1303
122,5,2330
736,2,305
366,4,551
345,2,36
2448,248,2662
408,106,80
1018,38,500
207,5,1071
2039,2,2431
2233,2,2316
7648,2,2507
38,2,2311
1187,6,992
14551,144,2553
808,122,356
333,11,27
425,2,94
330,105,25
478,2,1945
136,5,2107
8183,146,2155
2600,5,2617
8112,10,2247
206,4,2137
1803,12,1721
922,5,1758
1456,4,2591
368,2,1160
7839,2,2498
593,2,2014
814,5,1105
2442,3,1588
563,2,186
713,30,1167
7696,2,2126
1083,4,879
12519,3,2456
927,2,1065
7767,2,2439
662,2,1153
7694,2,2543
2116,4,1766
707,68,2058
647,2,678
490,8,1176
7483,144,2512
12290,4,2445
2759,3,2505
2255,3,2491
630,4,227
13468,144,2393
9417,144,2286
12528,144,2467
1217,2,1608
8623,5,2478
889,2,2068
811,248,2661
1184,110,983
938,4,2026
8567,5,2414
2480,5,1736
969,2,816
9473,144,2287
1147,5,922
1486,4,1675
1942,9,2187
1226,5,1650
13688,3,2541
13285,6,2406
7739,146,2535
992,5,1102
963,8,1173
8467,4,2597
2492,149,2152
8191,4,2592
2506,5,1796
13948,146,2527
13943,146,2634
2504,5,2194
41,2,1687
2027,2,1833
1295,3,1269
92,2,2606
1208,117,1697
9535,144,2562
142,10,2381
12891,4,2503
2452,5,2340
14038,3,2573
12706,146,2417
151,2,1266
1176,4,1652
2017,11,1581
978,2,1914
9406,144,2448
414,2,85
8585,5,2144
937,5,1824
12911,3,2667
304,2,4
903,4,1986
2815,149,2226
7312,144,2555
331,2,1089
103,3,1276
722,2,2033
1281,43,1245
493,4,1147
656,4,2451
1017,4,499
510,68,618
921,2,1166
110,145,2063
573,53,643
14028,4,2526
2513,5,1808
348,2,1821
1625,4,2078
717,2,706
379,4,59
1234,5,1099
35,145,1704
7740,146,2383
8908,3,2447
3256,131,1951
1460,5,2132
13268,144,2482
8464,4,2258
9486,144,2298
1032,5,511
582,38,646
118,6,1374
2496,5,2162
1180,5,2624
967,2,466
738,51,715
309,2,1161
853,5,1034
13792,144,2501
327,2,22
12772,203,2659
747,4,1350
911,2,432
208,4,1117
907,2,785
658,5,2423
7436,144,2364
8781,145,2227
9431,144,2370
61,6,1714
5,2,1343
452,3,587
19,3,2276
2305,146,2629
101,5,1602
257,5,2625
8779,149,2357
7848,2,2354
12855,2,2398
1190,1,997
209,2,2082
130,3,1597
482,4,2437
8918,3,2170
916,98,436
953,2,807
441,5,1043
1037,2,516
570,1,1196
23,5,1103
8546,5,2250
578,4,1146
13928,3,2409
1764,4,1839
964,90,464
1513,4,2594
679,30,1169
13202,144,2525
726,2,297
341,4,975
467,2,124
8162,146,2633
7937,4,2595
2761,5,1924
894,5,1949
312,2,525
663,2,252
7670,2,2607
761,74,323
756,2,723
13417,203,2654
7911,6,2350
8026,4,2150
540,4,172
47,3,2584
2501,5,1784
862,2,1809
988,3,1085
670,2,257
8582,2,2418
8,117,2073
850,27,384
962,5,1869
449,2,115
12310,5,2441
4456,74,2018
3484,74,1960
200,2,1302
13941,3,2410
14131,3,2584
896,4,1670
592,2,651
454,39,588
153,2,2600
258,5,1613
193,4,1128
2029,2,1835
2553,117,1867
1115,5,911
2516,3,2483
628,4,664
7788,2,2196
7635,144,2532
7679,6,2131
141,4,1327
1290,30,1258
8150,4,2457
4449,2,1998
9415,144,2679
15,5,1462
44,5,1274
1007,1,1199
764,4,2031
318,2,2303
1125,4,912
2520,117,1825
676,59,262
780,46,1892
2734,146,2631
197,5,2363
1011,3,1093
126,2,1267
2117,119,1516
171,144,1082
8902,3,2577
1615,4,2469
743,2,310
3430,38,1955
823,2,895
1283,2,1247
2535,5,1843
8366,144,2297
1154,37,936
2279,5,1585
259,4,1579
12833,4,2462
1181,5,978
826,2,368
1048,3,1531
9427,144,2195
198,2,1757
7792,3,2278
255,4,1240
13649,201,2645
972,2,818
3255,117,2072
684,3,691
12805,185,2420
2456,2,2305
8180,4,2487
753,146,2274
12331,3,2489
786,4,343
915,2,435
407,35,568
12915,4,2589
763,5,1628
827,4,1289
9387,2,2459
8599,5,2443
290,4,2269
1055,145,1630
832,145,1698
2455,3,1647
612,5,1101
13456,5,2616
1136,201,1874
409,4,1075
875,5,2344
1201,2,2484
2812,5,2164
2484,5,2145
186,2,1370
557,5,1112
9521,144,2460
14399,2,2479
282,144,2524
8921,3,2411
13476,144,2392
13785,3,2463
2231,2,1691
818,2,749
39,3,2580
700,2,699
13474,144,2395
99,4,1149
210,2,1131
283,4,2225
7798,2,2206
1333,4,1332
1253,3,1186
2124,2,1524
2084,2,2474
8929,3,2666
1245,3,2171
14059,2,2516
1264,115,1217
14334,2,2519
928,6,1053
308,4,7
7437,3,2515
7793,2,2471
1026,2,506
1306,44,955
2256,144,2495
1260,6,1720
1714,6,1716
1138,2,935
1009,2,833
75,2,1268
1326,4,1896
569,73,1026
7947,4,2111
7647,2,2610
1277,2,1237
131,4,2384
721,2,709
516,2,621
14,6,1465
8513,144,2359
888,2,777
8528,5,2434
1,1,1201
990,2,479
1214,3,1049
571,2,190
7619,2,2407
12918,4,2675
9557,144,2292
289,144,668
834,3,1189
102,4,1444
693,3,1989
883,5,1555
1062,2,1094
13185,5,2405
1220,1,1059
1043,2,1560
2113,2,2125
724,3,1190
6057,5,2440
1525,4,1576
288,10,2380
128,4,1479
14357,2,2517
825,27,367
62,2,1156
111,2,1464
1278,8,1238
8439,144,2551
2097,3,2583
245,5,1460
58,5,1277
14264,232,2548
13589,146,2538
681,4,690
13660,201,2646
9192,145,2361
13236,5,2520
576,2,193
12999,2,2397
7969,6,2641
13462,144,2391
12337,2,2488
17,7,1474
7814,3,NA
2534,5,1842
1035,2,514
6042,2,2190
370,40,1899
50,5,1627
2536,145,1845
98,10,2678
1058,7,1222
112,5,2614
880,4,406
842,4,1138
2842,4,1937
8576,5,2508
9442,144,2529
137,1,1506
874,4,1263
2486,3,1743
242,2,1822
1705,6,1717
12582,201,2539
13148,10,2545
1950,2,2609
8344,5,2622
13342,3,2458
246,5,1441
1177,4,2242
40,2,2611
181,4,1369
42,4,2261
8511,144,2566
1300,68,1911
360,2,996
2395,6,2640
180,107,1352
431,2,99
879,2,1158
6,5,1349
1186,3,2576
7688,146,2636
16,3,1705
585,2,199
2443,3,2571
2485,1,1742
2497,5,2167
21,3,2570
689,74,273
2505,117,1795
2502,5,2461
836,5,1648
7621,2,2601
1468,4,2146
791,4,2593
2697,2,1913
2533,6,2668
646,4,984
809,144,2390
1292,145,2159
1693,4,2586
297,2,2613
12638,144,2424
843,4,1130
9593,5,2179
1255,3,2581
160,2,2511
346,146,539
783,2,341
2126,110,1525
561,2,184
8810,11,2177
2082,2,1527
8644,5,2521
474,95,129
2261,3,1559
12443,4,2493
362,2,44
115,5,1780
1010,2,493
1044,4,847
403,4,76
1532,4,2413
4,4,2253
8087,10,2644
514,4,156
781,3,1032
2517,2,1820
1095,2,888
2462,145,2320
1279,4,2588
566,5,2374
653,2,681
771,2,331
7850,2,2238
507,2,2608
88,5,1595
13979,146,2632
1781,5,1587
1334,2,2140
307,2,6
2108,2,1815
29,6,1967
1694,4,1828
1052,5,1632
2247,5,2128
498,4,1145
1631,4,1738
7475,4,2093
487,2,137
581,2,1959
2507,3,2663
657,42,246
189,2,1765
4535,4,2034
7481,145,2222
1800,3,1919
166,5,1260
556,4,1029
9537,144,2558
96,144,1600
13162,146,2537
7334,144,2101
27,4,2257
650,3,679
14032,3,2578
2459,145,2321
338,2,31
1047,1,1897
7314,144,2120
8798,11,2377
2539,117,1847
12669,144,2670
2816,3,2248
100,4,1676
9554,144,2302
4966,5,2061
169,117,1700
